	gene_expression	copy_number
CCND2	0.0426443374084937	0.9521817182995376
TRAF7	6.010108453474289	1.1659127561904683
PDGFRB	1.2016338611696504	0.9546097950514836
TRIP11	3.736604875314249	1.4782272596813173
NONO	9.314288671045729	1.0035318124996964
GPC3	2.678071905112638	1.0035318124996964
UBR5	5.080657663345225	0.5783110709373425
MYO5A	3.5360529002402097	0.9198604106397512
ISX	0.0	0.9137190720919336
DDX6	5.831623936820749	1.2680328409631267
SMAD2	6.122879749755239	1.2876049259477576
TLX3	0.0	0.9546097950514836
CNTRL	4.0900065299038175	0.9157635401574098
HEY1	2.176322772640463	0.5807226887684702
KLF4	0.3785116232537298	0.9763427042695448
IL21R	0.0285691521967709	0.9404577897816476
KMT2A	5.419201773848765	1.2680328409631267
WIF1	0.5655971758542251	0.957776069837998
PCM1	5.297191416565856	0.5693727266120359
FAM131B	0.0426443374084937	0.9022423534847523
SIX1	5.48058827023386	0.9422588395731328
CREB1	4.326249700837456	1.2520123513060029
EIF3E	7.806581842620928	0.5783110709373425
MAF	0.0285691521967709	0.9525523450617088
SDHB	6.951517858962451	1.2071581402226448
SRGAP3	2.666756591884804	0.9635616151629438
MYH11	0.411426245726465	1.2597227266693565
CD209	0.0426443374084937	0.90820358078973
IDH1	7.016808287686554	1.2520123513060029
ZCCHC8	4.439623137557117	0.9513422654744232
PBX1	0.5260688116675876	1.3190688862141762
LCP1	0.2630344058337938	0.5465194110869391
WRN	2.51096191927738	0.6235265244451883
CD28	0.0	1.2520123513060029
ZEB1	2.833902076669163	0.5956331309719602
ERG	0.0	1.2497395083251746
POU5F1	0.3334237337251918	1.1785393060722902
TRIM27	6.396604781181859	1.1785393060722902
BAX	6.785027362235466	0.911533607272418
NRG1	6.230741002626909	0.6237985818751883
LYL1	0.1110313123887439	0.9090723141837708
LPP	2.8439838440483265	1.2112605547225015
BCL11A	0.1243281350022017	1.2646206289652395
APC	3.2141248053528475	0.950868673974336
LSM14A	6.3339603508193045	0.911533607272418
CDH10	0.01435529297707	0.982743950240142
PDE4DIP	3.969012307516316	1.2140872940625893
DDX3X	8.021535248780541	0.975515853724148
BMP5	0.01435529297707	1.8217849769799768
SH3GL1	5.292413667827485	0.90820358078973
CNTNAP2	0.5360529002402097	1.2630152567419282
CCNC	5.370861740085285	0.977003750442564
GLI1	5.691254978650136	0.957776069837998
TAL2	0.2509615735332188	0.9763427042695448
NUMA1	6.990841436516996	1.2100111267128109
RPL5	11.27216319537305	1.2658043196985918
CTNND2	0.2750070474998698	1.0082243091668306
RALGDS	4.7755773609306535	0.9000214194596693
REL	1.9818526532897407	1.2646206289652395
ITGAV	7.301770532455101	1.6713069011759016
NT5C2	5.8718436485093175	0.988187260685102
ROBO2	0.722466024471091	0.9655923493286328
CSF1R	0.1505596765753814	0.9546097950514836
CREBBP	4.971313624068879	1.170174365032313
TNFRSF14	1.4436066514756147	1.191011128644826
SOX21	4.725741156503952	0.5663138780006398
FANCC	4.261530815243406	0.9248020680156784
