drug_id,cellline_id,cancer_type,IC50,IC50_predicted
44632017,ACH-000521,LUAD,1.7612,1.0296
44632017,ACH-000447,LUAD,2.1972,1.5874
44632017,ACH-000718,LUAD,3.6057,5.5800
44632017,ACH-000121,LUAD,2.3379,1.6710
9863776,ACH-000528,LUAD,0.9007,2.1792
9863776,ACH-000264,LUAD,0.1787,1.3506
9863776,ACH-000035,LUAD,1.4474,0.2969
9863776,ACH-000379,LUAD,1.5508,1.1684
9863776,ACH-000718,LUAD,2.6525,2.4359
9863776,ACH-000121,LUAD,-0.2887,2.3422
9863776,ACH-000343,LUAD,1.1115,2.3689
9863776,ACH-000416,LUAD,1.2763,0.1452
9863776,ACH-000482,LUAD,1.7646,2.1640
9863776,ACH-000309,LUAD,1.1243,0.6574
9863776,ACH-000677,LUAD,0.8585,1.4824
637858,ACH-000264,LUAD,1.5593,1.9449
637858,ACH-000035,LUAD,1.5689,1.4966
637858,ACH-000496,LUAD,2.5831,1.3044
637858,ACH-000886,LUAD,1.5822,1.0050
637858,ACH-000781,LUAD,1.8878,1.8314
637858,ACH-000451,LUAD,1.5171,1.8468
637858,ACH-000121,LUAD,1.2383,2.0696
637858,ACH-000309,LUAD,1.8627,1.5860
637858,ACH-000677,LUAD,1.5229,1.9814
6914657,ACH-000562,LUAD,-1.6243,-1.4990
6914657,ACH-000861,LUAD,-4.1644,-5.2722
6914657,ACH-000787,LUAD,-2.1244,-5.1994
6914657,ACH-000852,LUAD,-2.8891,-0.9872
6914657,ACH-000589,LUAD,-1.4755,0.5966
6914657,ACH-000893,LUAD,-0.6015,-0.3917
6914657,ACH-000414,LUAD,2.0128,-2.5940
6914657,ACH-000587,LUAD,2.0027,-0.1210
6914657,ACH-000521,LUAD,-4.1715,-0.7113
6914657,ACH-000311,LUAD,-1.3032,-1.7249
6914657,ACH-000447,LUAD,0.9338,-1.4934
6914657,ACH-000121,LUAD,-3.3795,0.0157
6914657,ACH-000945,LUAD,2.4605,-0.1163
6914657,ACH-000062,LUAD,-3.9785,-3.5984
44819241,ACH-000861,LUAD,-0.2031,1.2822
44819241,ACH-000869,LUAD,2.6488,1.9879
44819241,ACH-000379,LUAD,-2.1759,1.6611
44819241,ACH-000888,LUAD,3.8952,4.1204
44819241,ACH-000121,LUAD,1.4530,2.8383
44819241,ACH-000482,LUAD,3.1155,2.6838
57339144,ACH-000528,LUAD,2.8681,2.4805
57339144,ACH-000264,LUAD,2.7919,2.6408
57339144,ACH-000012,LUAD,2.9119,2.5833
57339144,ACH-000744,LUAD,3.1780,2.8662
57339144,ACH-000893,LUAD,1.9380,2.9308
57339144,ACH-000121,LUAD,0.5213,2.7479
57339144,ACH-000343,LUAD,2.9842,2.6822
57339144,ACH-000062,LUAD,2.6106,2.5808
57339144,ACH-000309,LUAD,3.0301,2.4608
57339144,ACH-000677,LUAD,3.1907,2.5280
56962337,ACH-000528,LUAD,2.2532,1.4146
56962337,ACH-000392,LUAD,2.4913,2.0715
56962337,ACH-000706,LUAD,3.0904,3.5697
56962337,ACH-000893,LUAD,1.2975,2.1840
56962337,ACH-000496,LUAD,1.3526,1.7350
56962337,ACH-000414,LUAD,1.3890,1.4407
56962337,ACH-000781,LUAD,2.3932,2.0577
56962337,ACH-000451,LUAD,2.0972,1.5757
56962337,ACH-000900,LUAD,1.2699,2.1704
56962337,ACH-000875,LUAD,1.7736,1.9937
56962337,ACH-000121,LUAD,0.6985,1.9458
56962337,ACH-000638,LUAD,2.3242,2.3781
2726824,ACH-000528,LUAD,1.1697,2.9155
2726824,ACH-000327,LUAD,3.7638,3.5857
2726824,ACH-000869,LUAD,2.5255,2.9126
2726824,ACH-000744,LUAD,3.6859,3.4697
2726824,ACH-000888,LUAD,3.7904,4.6605
2726824,ACH-000733,LUAD,4.0161,3.6485
2726824,ACH-000521,LUAD,2.3463,2.8875
2726824,ACH-000718,LUAD,2.4849,4.6892
2726824,ACH-000900,LUAD,3.1027,3.4306
2726824,ACH-000121,LUAD,2.6588,3.6431
2726824,ACH-000945,LUAD,4.4731,3.2348
31703,ACH-000528,LUAD,-2.6242,-2.9058
31703,ACH-000264,LUAD,-1.1819,-1.8530
31703,ACH-000667,LUAD,-3.1609,-3.5946
31703,ACH-000012,LUAD,-0.1124,-2.6422
31703,ACH-000869,LUAD,-2.4955,-3.1529
31703,ACH-000414,LUAD,-2.2500,-2.9507
31703,ACH-000447,LUAD,-4.5861,-2.7233
31703,ACH-000951,LUAD,-3.2506,-2.9432
31703,ACH-000875,LUAD,-1.8977,-0.9611
31703,ACH-000062,LUAD,-0.8021,-1.6498
36462,ACH-000528,LUAD,-0.8510,0.5786
36462,ACH-000392,LUAD,-0.4635,1.5634
36462,ACH-000161,LUAD,2.2931,2.5318
36462,ACH-000861,LUAD,-0.5642,0.0124
36462,ACH-000327,LUAD,5.1166,4.2485
36462,ACH-000852,LUAD,2.4176,3.6833
36462,ACH-000766,LUAD,2.5596,1.1981
36462,ACH-000888,LUAD,1.7749,4.0238
36462,ACH-000121,LUAD,0.9844,1.7719
36462,ACH-000860,LUAD,1.0800,0.8223
36462,ACH-000482,LUAD,2.7633,2.6857
60750,ACH-000667,LUAD,-4.3220,-5.3234
60750,ACH-000733,LUAD,3.4905,2.1651
60750,ACH-000781,LUAD,-2.0789,-0.1500
60750,ACH-000451,LUAD,-1.0173,-2.2695
60750,ACH-000311,LUAD,-6.0608,-4.8069
60750,ACH-000718,LUAD,3.7688,2.1972
60750,ACH-000343,LUAD,-4.6045,-3.3439
5746,ACH-000392,LUAD,-1.2991,-1.0768
5746,ACH-000766,LUAD,-0.9060,-1.4854
5746,ACH-000379,LUAD,-3.4939,-1.8996
5746,ACH-000496,LUAD,-0.3807,-1.8595
5746,ACH-000733,LUAD,-0.7934,1.1690
5746,ACH-000414,LUAD,-2.2278,-1.5936
5746,ACH-000886,LUAD,-1.0386,-1.8995
5746,ACH-000781,LUAD,-0.8755,-0.1837
5746,ACH-000718,LUAD,4.0142,2.4652
5746,ACH-000343,LUAD,-1.6011,-1.2003
5746,ACH-000677,LUAD,-1.7478,-0.3722
11707110,ACH-000528,LUAD,-1.5408,-0.3174
11707110,ACH-000327,LUAD,0.0048,-1.5776
11707110,ACH-000589,LUAD,-3.1895,-0.4248
11707110,ACH-000893,LUAD,1.0579,0.6212
11707110,ACH-000888,LUAD,-0.6559,-0.7415
11707110,ACH-000378,LUAD,0.7868,-2.7932
44462760,ACH-000667,LUAD,4.2390,2.7244
44462760,ACH-000852,LUAD,4.7209,4.2768
44462760,ACH-000888,LUAD,5.6888,5.0191
44462760,ACH-000781,LUAD,3.7912,3.9618
44462760,ACH-000875,LUAD,2.9133,2.8738
44462760,ACH-000677,LUAD,3.3269,4.4350
5394,ACH-000706,LUAD,7.1776,6.3123
5394,ACH-000562,LUAD,6.2372,5.8567
5394,ACH-000327,LUAD,6.3324,6.0849
5394,ACH-000781,LUAD,6.4822,6.0392
5394,ACH-000860,LUAD,6.0105,5.8315
5394,ACH-000628,LUAD,6.3633,6.0274
5394,ACH-000482,LUAD,5.7161,6.0227
5394,ACH-000309,LUAD,4.9172,5.8657
5460769,ACH-000528,LUAD,2.8016,1.9182
5460769,ACH-000562,LUAD,0.4127,4.3065
5460769,ACH-000861,LUAD,-1.0244,1.1222
5460769,ACH-000787,LUAD,0.0277,0.7776
5460769,ACH-000496,LUAD,-0.1174,0.7174
5460769,ACH-000733,LUAD,4.7482,4.4590
5460769,ACH-000416,LUAD,-1.1987,0.8065
5311497,ACH-000562,LUAD,-3.4619,-2.5204
5311497,ACH-000787,LUAD,-5.0958,-5.2262
5311497,ACH-000744,LUAD,-3.3521,-2.9059
5311497,ACH-000893,LUAD,-2.6822,-4.2425
5311497,ACH-000886,LUAD,-4.5763,-5.1142
5311497,ACH-000521,LUAD,-5.5064,-4.5682
5311497,ACH-000451,LUAD,-2.5090,-2.9901
5311497,ACH-000841,LUAD,-4.5642,-4.8054
5311497,ACH-000638,LUAD,-3.7325,-2.8793
5311497,ACH-000378,LUAD,-4.2036,-4.8340
5311497,ACH-000482,LUAD,-4.7468,-3.1350
5459322,ACH-000012,LUAD,5.2380,4.8901
5459322,ACH-000861,LUAD,5.2626,4.4968
5459322,ACH-000893,LUAD,5.5625,5.7759
5459322,ACH-000841,LUAD,5.6314,4.8480
5459322,ACH-000311,LUAD,5.2013,4.8876
5459322,ACH-000121,LUAD,4.1173,5.4856
5459322,ACH-000945,LUAD,5.0047,4.9830
5459322,ACH-000482,LUAD,5.4896,5.2130
104842,ACH-000528,LUAD,-5.5343,-3.8966
104842,ACH-000012,LUAD,-3.8310,-3.5193
104842,ACH-000861,LUAD,-5.6245,-5.2499
104842,ACH-000852,LUAD,-1.4201,-2.0136
104842,ACH-000589,LUAD,-3.3612,-3.1070
104842,ACH-000766,LUAD,-3.3472,-2.7649
104842,ACH-000035,LUAD,-2.6484,-4.4624
104842,ACH-000781,LUAD,-3.5018,-4.3358
104842,ACH-000521,LUAD,-4.1859,-4.4934
104842,ACH-000311,LUAD,-4.6196,-4.8886
104842,ACH-000447,LUAD,-3.3809,-4.1348
104842,ACH-000718,LUAD,-1.0018,-2.1141
104842,ACH-000951,LUAD,-2.3201,-2.6104
104842,ACH-000638,LUAD,-3.8690,-2.6115
104842,ACH-000628,LUAD,0.3902,-2.6020
4263900,ACH-000528,LUAD,2.4751,2.0375
4263900,ACH-000667,LUAD,1.2127,1.8221
4263900,ACH-000787,LUAD,2.0507,1.9579
4263900,ACH-000733,LUAD,5.5345,5.4099
4263900,ACH-000587,LUAD,5.2634,3.1606
4263900,ACH-000886,LUAD,2.8967,1.8634
4263900,ACH-000451,LUAD,5.2300,2.9419
4263900,ACH-000628,LUAD,4.7877,4.9012
4263900,ACH-000309,LUAD,3.1130,2.1838
4263900,ACH-000677,LUAD,5.3589,4.0815
44551660,ACH-000528,LUAD,2.1262,2.3942
44551660,ACH-000161,LUAD,1.5466,1.2316
44551660,ACH-000562,LUAD,2.3171,2.3841
44551660,ACH-000861,LUAD,2.2400,2.2687
44551660,ACH-000766,LUAD,1.3834,1.8989
44551660,ACH-000379,LUAD,2.7482,3.8717
44551660,ACH-000414,LUAD,1.8129,2.1498
44551660,ACH-000311,LUAD,3.0405,3.0705
44551660,ACH-000482,LUAD,2.2514,2.8108
44551660,ACH-000309,LUAD,2.1556,2.9609
16720766,ACH-000264,LUAD,-0.1425,1.2039
16720766,ACH-000893,LUAD,-0.1496,0.3109
16720766,ACH-000888,LUAD,3.0726,1.8291
16720766,ACH-000900,LUAD,-1.1123,0.3397
16720766,ACH-000638,LUAD,0.9003,1.4914
16720766,ACH-000628,LUAD,3.1285,1.7071
16720766,ACH-000378,LUAD,2.5337,-0.4828
78243717,ACH-000681,LUAD,4.8609,4.4612
78243717,ACH-000706,LUAD,4.2315,6.0015
78243717,ACH-000869,LUAD,4.9642,4.5567
78243717,ACH-000744,LUAD,5.1809,4.9676
78243717,ACH-000733,LUAD,5.6196,5.0855
78243717,ACH-000414,LUAD,4.2462,4.2306
78243717,ACH-000900,LUAD,4.8510,4.5160
78243717,ACH-000860,LUAD,4.6914,4.1942
78243717,ACH-000628,LUAD,5.1178,5.1817
78243717,ACH-000416,LUAD,4.3565,4.4738
24826799,ACH-000264,LUAD,0.7277,0.6524
24826799,ACH-000706,LUAD,4.2425,3.1198
24826799,ACH-000667,LUAD,-0.2397,0.3468
24826799,ACH-000327,LUAD,2.3692,2.7956
24826799,ACH-000852,LUAD,1.2550,1.9922
24826799,ACH-000869,LUAD,0.2223,0.6669
24826799,ACH-000496,LUAD,-0.0576,-0.2164
24826799,ACH-000886,LUAD,-0.3023,0.4383
24826799,ACH-000718,LUAD,3.0503,4.4539
24826799,ACH-000951,LUAD,-1.5939,0.6572
24826799,ACH-000121,LUAD,0.1158,0.8850
24826799,ACH-000860,LUAD,-0.5311,0.3843
24826799,ACH-000638,LUAD,1.9061,1.0069
24826799,ACH-000343,LUAD,0.7505,0.5887
24826799,ACH-000482,LUAD,0.7661,0.9307
25222038,ACH-000528,LUAD,-0.2562,-1.0123
25222038,ACH-000562,LUAD,0.4091,-0.1580
25222038,ACH-000379,LUAD,-0.4240,-0.1163
25222038,ACH-000447,LUAD,-0.6466,-0.5245
25222038,ACH-000062,LUAD,-0.2749,0.0499
25222038,ACH-000677,LUAD,-0.6175,-0.1755
11713159,ACH-000264,LUAD,1.1935,1.9751
11713159,ACH-000161,LUAD,1.4324,2.0325
11713159,ACH-000562,LUAD,1.8055,2.0382
11713159,ACH-000012,LUAD,3.4937,1.3477
11713159,ACH-000893,LUAD,2.3501,2.0403
11713159,ACH-000379,LUAD,1.8032,1.9608
11713159,ACH-000587,LUAD,1.0971,1.4581
11713159,ACH-000841,LUAD,1.0462,1.3426
11713159,ACH-000638,LUAD,2.8017,2.2888
53302361,ACH-000392,LUAD,1.7569,1.0162
53302361,ACH-000861,LUAD,-0.8492,-0.2298
53302361,ACH-000852,LUAD,2.3208,2.6545
53302361,ACH-000869,LUAD,1.2347,0.8279
53302361,ACH-000744,LUAD,4.7649,3.0163
53302361,ACH-000841,LUAD,0.1983,-0.1206
53302361,ACH-000900,LUAD,4.1881,2.6867
560326,ACH-000161,LUAD,3.8406,6.4106
560326,ACH-000869,LUAD,4.5749,5.8799
560326,ACH-000379,LUAD,8.7128,6.2176
560326,ACH-000888,LUAD,7.0719,7.6915
560326,ACH-000733,LUAD,9.4316,7.8786
560326,ACH-000841,LUAD,4.6898,6.2525
560326,ACH-000718,LUAD,8.2464,7.6500
560326,ACH-000628,LUAD,9.0759,7.4229
560326,ACH-000309,LUAD,4.4053,6.0852
3005532,ACH-000667,LUAD,1.0141,1.3547
3005532,ACH-000562,LUAD,3.0593,2.3754
3005532,ACH-000869,LUAD,2.9503,1.7311
3005532,ACH-000521,LUAD,2.0519,1.5764
3005532,ACH-000718,LUAD,3.7868,3.6014
3005532,ACH-000900,LUAD,2.4260,2.5596
3005532,ACH-000638,LUAD,2.8713,2.3765
3005532,ACH-000677,LUAD,3.2860,2.2735
10027278,ACH-000528,LUAD,0.9847,0.8564
10027278,ACH-000706,LUAD,4.0882,3.7210
10027278,ACH-000718,LUAD,6.4226,5.1113
5208,ACH-000392,LUAD,0.1334,0.0407
5208,ACH-000706,LUAD,2.2009,2.1524
5208,ACH-000667,LUAD,-0.6581,-0.6341
5208,ACH-000852,LUAD,0.9222,1.2065
5208,ACH-000841,LUAD,-0.9179,-0.4949
5208,ACH-000875,LUAD,-0.1683,0.1487
5208,ACH-000121,LUAD,-0.5434,0.0478
5208,ACH-000378,LUAD,0.3141,-0.3028
5208,ACH-000945,LUAD,-0.0002,-0.0400
5208,ACH-000482,LUAD,0.4337,0.1870
3218,ACH-000392,LUAD,2.1574,2.4886
3218,ACH-000562,LUAD,3.5079,3.4576
3218,ACH-000861,LUAD,1.6320,1.9804
3218,ACH-000589,LUAD,1.8609,2.0601
3218,ACH-000379,LUAD,3.1928,2.5334
3218,ACH-000496,LUAD,3.1120,2.5690
3218,ACH-000587,LUAD,3.3446,2.1711
3218,ACH-000451,LUAD,2.1816,2.3949
3218,ACH-000900,LUAD,4.3462,3.1678
3218,ACH-000121,LUAD,2.0249,2.5501
3218,ACH-000378,LUAD,3.1633,2.2410
3218,ACH-000416,LUAD,4.0508,2.4787
3463933,ACH-000706,LUAD,2.3097,4.2351
3463933,ACH-000667,LUAD,1.2791,1.0935
3463933,ACH-000852,LUAD,0.0148,2.1512
3463933,ACH-000869,LUAD,1.8643,1.5788
3463933,ACH-000414,LUAD,0.8195,1.5171
3463933,ACH-000587,LUAD,2.1298,1.6110
3463933,ACH-000311,LUAD,0.1979,1.1447
3463933,ACH-000900,LUAD,3.6771,1.9370
3463933,ACH-000951,LUAD,1.5633,1.4328
3463933,ACH-000343,LUAD,0.7575,1.6988
3463933,ACH-000945,LUAD,3.4588,1.7537
6753378,ACH-000562,LUAD,1.8997,2.3770
6753378,ACH-000861,LUAD,0.8577,1.6266
6753378,ACH-000589,LUAD,0.8879,2.1171
6753378,ACH-000766,LUAD,3.6254,1.6628
6753378,ACH-000893,LUAD,1.5936,2.4261
6753378,ACH-000587,LUAD,2.7808,1.6712
6753378,ACH-000900,LUAD,3.1268,2.6529
6753378,ACH-000416,LUAD,2.7160,2.1381
6753378,ACH-000482,LUAD,0.3650,2.6346
521106,ACH-000264,LUAD,5.1828,4.4104
521106,ACH-000869,LUAD,6.2532,3.6965
521106,ACH-000766,LUAD,5.8194,3.6390
521106,ACH-000733,LUAD,5.5982,6.0711
521106,ACH-000951,LUAD,2.3414,4.3872
521106,ACH-000121,LUAD,2.0310,4.1015
521106,ACH-000482,LUAD,3.2541,4.7367
25022668,ACH-000706,LUAD,5.9276,6.1562
25022668,ACH-000496,LUAD,2.6172,2.4194
25022668,ACH-000733,LUAD,6.0026,5.4046
25022668,ACH-000414,LUAD,3.3412,2.2094
25022668,ACH-000900,LUAD,5.2755,4.1174
25022668,ACH-000951,LUAD,0.7345,2.3359
25022668,ACH-000860,LUAD,1.7384,1.9008
25022668,ACH-000628,LUAD,5.1516,4.5955
25022668,ACH-000378,LUAD,1.4854,2.4555
10200390,ACH-000706,LUAD,3.5761,5.0268
10200390,ACH-000787,LUAD,2.1044,1.5088
10200390,ACH-000888,LUAD,5.6922,4.6516
10200390,ACH-000587,LUAD,-0.0752,1.5995
10200390,ACH-000886,LUAD,1.6707,1.5343
10200390,ACH-000628,LUAD,3.2325,3.6495
3385,ACH-000528,LUAD,3.3014,3.4819
3385,ACH-000852,LUAD,5.5172,3.9757
3385,ACH-000414,LUAD,1.9568,2.4952
3385,ACH-000886,LUAD,4.2726,4.7999
3385,ACH-000951,LUAD,5.7331,5.1492
446378,ACH-000161,LUAD,-4.7056,-4.4287
446378,ACH-000706,LUAD,-2.0696,-0.0097
446378,ACH-000667,LUAD,-7.3932,-5.4449
446378,ACH-000327,LUAD,-2.1646,-1.0099
446378,ACH-000744,LUAD,-1.3700,-1.9324
446378,ACH-000893,LUAD,-3.5382,-4.9841
446378,ACH-000888,LUAD,-0.9343,-0.9398
446378,ACH-000900,LUAD,-1.3500,-2.9254
446378,ACH-000638,LUAD,-4.7889,-4.4088
446378,ACH-000482,LUAD,-2.9251,-3.9425
11404337,ACH-000379,LUAD,0.9879,-0.7444
11404337,ACH-000733,LUAD,4.5936,1.6343
11404337,ACH-000311,LUAD,-1.5948,-1.9968
11404337,ACH-000309,LUAD,-1.9313,-2.2346
24785538,ACH-000787,LUAD,-0.1349,-0.8574
24785538,ACH-000496,LUAD,0.0836,1.4456
24785538,ACH-000888,LUAD,1.8455,2.0564
24785538,ACH-000587,LUAD,-0.8025,-0.7288
24785538,ACH-000447,LUAD,-2.1159,-0.6391
24785538,ACH-000482,LUAD,-0.0345,0.5735
24785538,ACH-000677,LUAD,0.3759,0.8104
11640390,ACH-000528,LUAD,-0.2101,1.6645
11640390,ACH-000392,LUAD,2.4523,2.1975
11640390,ACH-000667,LUAD,0.4625,1.4615
11640390,ACH-000562,LUAD,3.8571,2.2708
11640390,ACH-000787,LUAD,1.7738,1.4086
11640390,ACH-000869,LUAD,1.6670,1.7904
11640390,ACH-000893,LUAD,1.1928,2.2827
11640390,ACH-000379,LUAD,3.5767,2.6605
11640390,ACH-000414,LUAD,0.8916,1.6185
11640390,ACH-000718,LUAD,4.7596,4.4551
11640390,ACH-000900,LUAD,3.5902,2.7063
11640390,ACH-000945,LUAD,2.3306,1.9717
82146,ACH-000667,LUAD,1.9651,2.8365
82146,ACH-000893,LUAD,2.5440,2.7899
82146,ACH-000521,LUAD,2.9125,3.2626
82146,ACH-000718,LUAD,5.8215,4.6836
82146,ACH-000860,LUAD,4.6156,3.1121
82146,ACH-000677,LUAD,4.6749,3.8252
54676905,ACH-000392,LUAD,4.7307,4.7046
54676905,ACH-000886,LUAD,5.0169,4.3570
54676905,ACH-000311,LUAD,4.1188,4.2571
54676905,ACH-000121,LUAD,4.8560,4.8394
54676905,ACH-000638,LUAD,4.6656,5.1737
54676905,ACH-000343,LUAD,4.8341,4.6562
54676905,ACH-000378,LUAD,4.1354,4.2314
11617559,ACH-000528,LUAD,4.5107,5.4533
11617559,ACH-000392,LUAD,6.2846,5.8023
11617559,ACH-000787,LUAD,5.2829,5.2692
11617559,ACH-000327,LUAD,4.5789,5.8531
11617559,ACH-000852,LUAD,4.0053,5.6110
11617559,ACH-000589,LUAD,5.7236,5.6219
11617559,ACH-000893,LUAD,4.8423,5.8714
11617559,ACH-000888,LUAD,6.4027,6.1389
11617559,ACH-000886,LUAD,5.5100,5.4723
11617559,ACH-000781,LUAD,6.2466,5.8123
11617559,ACH-000521,LUAD,5.7419,5.3345
11617559,ACH-000900,LUAD,4.8393,5.5396
11617559,ACH-000945,LUAD,5.9659,5.4522
11617559,ACH-000416,LUAD,4.7027,5.3687
10096043,ACH-000706,LUAD,-1.3224,1.0523
10096043,ACH-000327,LUAD,1.1647,-0.2459
10096043,ACH-000379,LUAD,-2.4351,-3.1862
10096043,ACH-000888,LUAD,0.1408,0.5732
10096043,ACH-000447,LUAD,-4.3077,-3.9163
10096043,ACH-000628,LUAD,-3.6247,-2.2748
10096043,ACH-000309,LUAD,-4.3984,-3.8323
10096043,ACH-000677,LUAD,-2.9393,-2.5172
8249,ACH-000528,LUAD,6.8992,7.7238
8249,ACH-000667,LUAD,6.2133,6.5271
8249,ACH-000012,LUAD,8.3943,7.9560
8249,ACH-000379,LUAD,11.0714,7.9224
8249,ACH-000496,LUAD,6.6800,7.3990
8249,ACH-000888,LUAD,8.9427,7.9546
8249,ACH-000733,LUAD,8.1411,7.9827
8249,ACH-000414,LUAD,5.3714,7.2457
8249,ACH-000311,LUAD,8.1161,7.8403
8249,ACH-000718,LUAD,11.7137,7.9863
8249,ACH-000628,LUAD,10.8281,7.9337
8249,ACH-000482,LUAD,7.6103,7.9346
5280757,ACH-000327,LUAD,-1.3217,-2.5591
5280757,ACH-000888,LUAD,-2.0130,-2.4209
5280757,ACH-000841,LUAD,-1.9701,-2.9761
5280757,ACH-000447,LUAD,-1.1719,-2.9460
5280757,ACH-000900,LUAD,-2.3206,-2.6205
5280757,ACH-000121,LUAD,-2.3317,-2.7119
5280757,ACH-000343,LUAD,-3.9875,-2.8507
5280757,ACH-000378,LUAD,-3.1699,-3.1977
5280757,ACH-000945,LUAD,-2.0973,-2.7980
5280757,ACH-000677,LUAD,-3.4045,-2.7318
10113978,ACH-000787,LUAD,2.7051,2.5223
10113978,ACH-000589,LUAD,3.2381,3.2043
10113978,ACH-000869,LUAD,4.4360,3.2919
10113978,ACH-000744,LUAD,5.4317,3.8525
10113978,ACH-000379,LUAD,3.3182,3.5989
10113978,ACH-000587,LUAD,2.8412,2.8555
10113978,ACH-000781,LUAD,4.9707,3.3591
10113978,ACH-000718,LUAD,5.8553,5.2270
10113978,ACH-000121,LUAD,3.1226,3.3169
10113978,ACH-000343,LUAD,2.2568,3.2065
10113978,ACH-000378,LUAD,3.1128,2.8632
10113978,ACH-000309,LUAD,1.3437,2.9956
6445533,ACH-000667,LUAD,-4.0098,-3.5055
6445533,ACH-000589,LUAD,-3.9120,-2.9808
6445533,ACH-000451,LUAD,-2.8281,-2.8982
6445533,ACH-000900,LUAD,-1.8955,-2.4032
6445533,ACH-000343,LUAD,-4.5179,-2.9362
6445533,ACH-000378,LUAD,-1.9713,-3.0082
448013,ACH-000264,LUAD,-4.9049,-5.7157
448013,ACH-000562,LUAD,-3.2005,-3.6474
448013,ACH-000787,LUAD,-7.4222,-7.1049
448013,ACH-000327,LUAD,-1.9347,-2.6803
448013,ACH-000852,LUAD,-4.0873,-4.5076
448013,ACH-000744,LUAD,-4.0194,-3.4063
448013,ACH-000893,LUAD,-5.5132,-5.5115
448013,ACH-000888,LUAD,-3.7267,-2.8959
448013,ACH-000733,LUAD,-0.5987,-1.2080
448013,ACH-000900,LUAD,-3.5737,-3.7478
448013,ACH-000343,LUAD,-7.2122,-5.9562
448013,ACH-000628,LUAD,-4.3128,-4.1588
448013,ACH-000416,LUAD,-4.4877,-5.8677
448013,ACH-000482,LUAD,-5.5682,-4.3588
448013,ACH-000062,LUAD,-4.1807,-4.4099
25124816,ACH-000264,LUAD,2.7335,2.4124
25124816,ACH-000327,LUAD,3.5304,2.8843
25124816,ACH-000869,LUAD,2.4026,1.8347
25124816,ACH-000379,LUAD,2.4493,2.0464
25124816,ACH-000496,LUAD,2.2873,2.4161
25124816,ACH-000587,LUAD,2.7577,1.8292
25124816,ACH-000521,LUAD,2.4660,1.8903
25124816,ACH-000718,LUAD,3.7874,3.7964
25124816,ACH-000121,LUAD,1.9428,2.3260
25124816,ACH-000638,LUAD,3.4398,2.9526
9813758,ACH-000667,LUAD,1.1772,1.8381
9813758,ACH-000589,LUAD,2.0485,3.4321
9813758,ACH-000766,LUAD,2.6594,2.5943
9813758,ACH-000496,LUAD,2.0663,2.9781
9813758,ACH-000888,LUAD,5.3490,5.9108
9813758,ACH-000875,LUAD,3.2102,3.4817
9813758,ACH-000343,LUAD,2.1130,3.6290
9813758,ACH-000062,LUAD,5.2626,3.1951
159324,ACH-000264,LUAD,0.2067,1.5320
159324,ACH-000787,LUAD,1.0116,0.4994
159324,ACH-000327,LUAD,3.5570,3.8867
159324,ACH-000852,LUAD,3.1236,3.2635
159324,ACH-000766,LUAD,0.7730,0.7315
159324,ACH-000841,LUAD,0.7839,0.9454
159324,ACH-000951,LUAD,-0.6984,1.1605
159324,ACH-000121,LUAD,2.0872,1.2764
159324,ACH-000343,LUAD,0.5753,1.5146
159324,ACH-000628,LUAD,0.6047,2.5300
159324,ACH-000945,LUAD,2.9029,1.8241
159324,ACH-000482,LUAD,1.3895,2.2264
25126798,ACH-000392,LUAD,4.9926,4.6157
25126798,ACH-000264,LUAD,4.6519,4.1825
25126798,ACH-000012,LUAD,4.1497,3.7626
25126798,ACH-000327,LUAD,4.9544,4.6157
25126798,ACH-000888,LUAD,5.2886,5.9632
25126798,ACH-000733,LUAD,4.9172,4.6600
25126798,ACH-000781,LUAD,4.8439,4.4775
25126798,ACH-000343,LUAD,4.3992,4.1978
25126798,ACH-000378,LUAD,3.6185,3.7651
10109823,ACH-000852,LUAD,1.7591,3.1869
10109823,ACH-000869,LUAD,2.4205,1.9199
10109823,ACH-000888,LUAD,3.0092,4.3666
10109823,ACH-000414,LUAD,1.3152,1.6522
10109823,ACH-000587,LUAD,0.3409,1.6309
10109823,ACH-000447,LUAD,1.2124,1.9559
10109823,ACH-000718,LUAD,5.8919,5.0354
10109823,ACH-000860,LUAD,0.6075,2.1475
10109823,ACH-000416,LUAD,2.2128,1.9962
10109823,ACH-000482,LUAD,1.1622,2.3914
10109823,ACH-000309,LUAD,1.1341,1.6834
6450816,ACH-000392,LUAD,1.2301,0.0182
6450816,ACH-000787,LUAD,-3.3626,-1.9632
6450816,ACH-000379,LUAD,-0.5662,-0.2133
6450816,ACH-000521,LUAD,-2.9473,-2.6228
6450816,ACH-000451,LUAD,-2.1531,-1.0203
6450816,ACH-000311,LUAD,-1.1736,-0.9683
6450816,ACH-000447,LUAD,-0.2105,-1.2932
6450816,ACH-000718,LUAD,1.6947,1.2724
6450816,ACH-000121,LUAD,-1.2220,-1.1986
6450816,ACH-000416,LUAD,0.5786,-1.0089
6450816,ACH-000309,LUAD,-0.4863,-1.4960
6450816,ACH-000677,LUAD,0.6991,0.2395
11338033,ACH-000562,LUAD,-0.9357,0.2659
11338033,ACH-000012,LUAD,1.1435,1.6240
11338033,ACH-000888,LUAD,3.9993,4.0669
11338033,ACH-000886,LUAD,5.1256,2.2752
11338033,ACH-000447,LUAD,2.8766,2.1546
11338033,ACH-000951,LUAD,2.2178,3.1794
11338033,ACH-000860,LUAD,-0.7188,-0.8331
